order_id,customer_id,product_id,order_date,quantity,unit_price,discount_pct,shipping_cost,order_status,payment_method,store_id,inserted_at,_rescued_data
15090,1853,12,2026-04-01 20:11:50,3,448.35,0.1806,23.33,shipped,debit_card,8,2026-04-10 00:07:59.992645,
15091,449,78,2026-04-17 18:28:28,2,270.61,0.029,9.92,returned,debit_card,9,2026-04-10 00:07:59.992645,
15092,1621,169,2026-04-17 11:55:51,1,469.12,0.0743,4.18,returned,debit_card,5,2026-04-10 00:07:59.992645,
15093,172,71,2026-04-07 22:31:53,2,56.44,0.1793,7.18,shipped,debit_card,7,2026-04-10 00:07:59.992645,
15094,311,186,2026-04-12 11:23:59,4,11.58,0.1024,24.99,returned,credit_card,4,2026-04-10 00:07:59.992645,
15095,2080,191,2026-04-27 15:17:27,1,371.41,0.1324,13.74,shipped,credit_card,4,2026-04-10 00:07:59.992645,
15096,905,76,2026-04-29 20:22:52,6,178.01,0.186,8.67,pending,debit_card,5,2026-04-10 00:07:59.992645,
15097,4,15,2026-04-25 04:25:32,8,414.43,0.0098,22.38,completed,credit_card,2,2026-04-10 00:07:59.992645,
15098,150,18,2026-04-23 18:28:36,9,250.84,0.1236,11.57,returned,credit_card,4,2026-04-10 00:07:59.992645,
15099,195,195,2026-04-19 17:32:49,2,183.39,0.0688,17.83,returned,credit_card,6,2026-04-10 00:07:59.992645,
15100,2422,159,2026-04-01 13:01:32,7,335.64,0.1094,23.15,returned,debit_card,3,2026-04-10 00:07:59.992645,
15101,365,195,2026-04-27 07:16:53,9,361.13,0.1472,3.88,shipped,apple_pay,3,2026-04-10 00:07:59.992645,
15102,1085,109,2026-04-02 08:49:40,6,121.54,0.072,16.32,returned,debit_card,6,2026-04-10 00:07:59.992645,
15103,291,198,2026-04-13 10:09:44,6,304.06,0.0126,10.49,shipped,debit_card,1,2026-04-10 00:07:59.992645,
15104,2315,188,2026-04-05 05:58:37,5,8.33,0.0419,4.24,returned,debit_card,7,2026-04-10 00:07:59.992645,
15105,576,112,2026-04-06 07:00:36,8,447.53,0.1518,22.63,returned,debit_card,6,2026-04-10 00:07:59.992645,
15106,1099,131,2026-04-17 11:40:00,5,421.1,0.1199,16.26,pending,debit_card,7,2026-04-10 00:07:59.992645,
15107,1590,147,2026-04-11 00:21:19,2,210.0,0.0418,23.85,completed,credit_card,7,2026-04-10 00:07:59.992645,
15108,2109,91,2026-04-14 22:08:15,9,60.16,0.1162,20.07,returned,credit_card,8,2026-04-10 00:07:59.992645,
15109,2409,7,2026-04-11 03:55:58,8,439.92,0.1177,5.54,pending,debit_card,5,2026-04-10 00:07:59.992645,
15110,1001,46,2026-04-28 19:25:15,6,82.42,0.11,5.86,completed,debit_card,10,2026-04-10 00:07:59.992645,
15111,112,197,2026-04-04 06:09:40,5,260.66,0.168,14.03,pending,paypal,1,2026-04-10 00:07:59.992645,
15112,2108,194,2026-04-17 08:38:02,8,213.82,0.0832,5.71,completed,paypal,5,2026-04-10 00:07:59.992645,
15113,371,79,2026-04-19 19:02:16,1,448.25,0.0323,12.4,shipped,debit_card,2,2026-04-10 00:07:59.992645,
15114,618,99,2026-04-29 01:30:31,5,374.23,0.0405,18.93,shipped,apple_pay,1,2026-04-10 00:07:59.992645,
15115,2465,90,2026-04-19 12:25:07,8,219.54,0.0687,21.42,returned,debit_card,10,2026-04-10 00:07:59.992645,
15116,1611,75,2026-04-04 21:43:06,1,24.34,0.1206,5.91,returned,debit_card,9,2026-04-10 00:07:59.992645,
15117,1942,180,2026-04-03 09:14:02,7,436.31,0.1297,5.18,returned,debit_card,7,2026-04-10 00:07:59.992645,
15118,1508,9,2026-04-08 00:50:49,9,434.39,0.0445,7.24,returned,debit_card,10,2026-04-10 00:07:59.992645,
15119,154,89,2026-04-30 20:32:19,2,172.89,0.1856,6.31,completed,credit_card,5,2026-04-10 00:07:59.992645,
15120,1027,68,2026-04-27 07:49:48,5,189.02,0.1244,20.97,shipped,paypal,2,2026-04-10 00:07:59.992645,
15121,278,184,2026-04-18 09:26:05,8,354.9,0.0934,11.57,completed,debit_card,3,2026-04-10 00:07:59.992645,
15122,166,92,2026-04-24 18:57:23,1,269.16,0.1324,10.49,pending,debit_card,6,2026-04-10 00:07:59.992645,
15123,2349,157,2026-04-08 04:34:41,3,318.21,0.183,10.52,shipped,apple_pay,6,2026-04-10 00:07:59.992645,
15124,716,64,2026-04-29 10:14:20,5,26.78,0.0428,7.5,shipped,debit_card,3,2026-04-10 00:07:59.992645,
15125,599,104,2026-04-22 18:44:02,6,154.48,0.0834,3.28,pending,debit_card,7,2026-04-10 00:07:59.992645,
15126,1033,153,2026-04-20 06:58:37,1,325.83,0.0337,25.56,completed,paypal,1,2026-04-10 00:07:59.992645,
15127,1067,146,2026-04-16 12:37:15,5,446.41,0.1484,17.58,completed,paypal,3,2026-04-10 00:07:59.992645,
15128,211,97,2026-04-03 18:12:36,2,24.38,0.081,12.12,completed,credit_card,8,2026-04-10 00:07:59.992645,
15129,779,115,2026-04-06 09:07:34,7,456.43,0.1532,24.24,completed,debit_card,4,2026-04-10 00:07:59.992645,
15130,497,33,2026-04-18 11:07:10,2,403.36,0.1394,26.67,completed,apple_pay,1,2026-04-10 00:07:59.992645,
15131,2038,143,2026-04-11 12:11:02,3,389.54,0.0085,27.59,returned,credit_card,1,2026-04-10 00:07:59.992645,
15132,198,87,2026-04-19 05:24:00,4,225.36,0.1785,6.86,completed,debit_card,7,2026-04-10 00:07:59.992645,
15133,1901,145,2026-04-17 06:14:08,7,74.63,0.1158,7.24,shipped,paypal,8,2026-04-10 00:07:59.992645,
15134,2416,162,2026-04-22 07:48:44,2,303.66,0.0535,4.55,pending,debit_card,10,2026-04-10 00:07:59.992645,
15135,1839,82,2026-04-28 07:29:44,4,441.77,0.0659,17.02,completed,apple_pay,7,2026-04-10 00:07:59.992645,
15136,1206,18,2026-04-20 03:49:42,8,199.96,0.1455,15.26,returned,apple_pay,10,2026-04-10 00:07:59.992645,
15137,2455,73,2026-04-12 04:34:49,3,241.1,0.1839,27.32,pending,paypal,5,2026-04-10 00:07:59.992645,
15138,1682,174,2026-04-26 20:18:31,6,146.9,0.0356,12.96,shipped,debit_card,2,2026-04-10 00:07:59.992645,
15139,2270,190,2026-04-02 11:49:42,9,112.68,0.1931,17.0,returned,paypal,2,2026-04-10 00:07:59.992645,
15140,1493,93,2026-04-10 06:54:55,2,59.67,0.0048,19.54,pending,paypal,6,2026-04-10 00:07:59.992645,
15141,237,30,2026-04-22 19:04:31,3,221.02,0.0079,9.65,returned,apple_pay,1,2026-04-10 00:07:59.992645,
15142,1028,129,2026-04-14 00:19:42,5,63.64,0.1148,19.08,returned,debit_card,2,2026-04-10 00:07:59.992645,
15143,504,16,2026-04-02 03:57:58,6,458.38,0.1867,6.73,shipped,credit_card,8,2026-04-10 00:07:59.992645,
15144,2434,50,2026-04-21 07:36:04,9,443.73,0.0594,14.61,returned,debit_card,4,2026-04-10 00:07:59.992645,
15145,2343,140,2026-04-29 11:37:12,9,440.25,0.0311,9.21,completed,credit_card,8,2026-04-10 00:07:59.992645,
15146,1771,35,2026-04-02 11:51:47,1,309.81,0.0363,24.73,completed,credit_card,6,2026-04-10 00:07:59.992645,
15147,1487,101,2026-04-17 19:06:44,6,71.36,0.1595,18.79,returned,credit_card,5,2026-04-10 00:07:59.992645,
15148,1025,54,2026-04-16 03:13:13,9,174.38,0.1553,12.68,returned,paypal,5,2026-04-10 00:07:59.992645,
15149,80,43,2026-04-12 17:15:54,2,498.63,0.0864,24.88,returned,apple_pay,10,2026-04-10 00:07:59.992645,
15150,1785,50,2026-04-11 10:51:15,2,360.35,0.0977,16.32,completed,apple_pay,4,2026-04-10 00:07:59.992645,
15151,1788,186,2026-04-15 10:07:25,9,88.19,0.0628,19.58,returned,apple_pay,4,2026-04-10 00:07:59.992645,
15152,266,122,2026-04-26 10:41:58,4,104.43,0.0392,25.48,returned,credit_card,9,2026-04-10 00:07:59.992645,
15153,739,73,2026-04-22 22:10:45,2,150.92,0.0596,26.71,completed,debit_card,7,2026-04-10 00:07:59.992645,
15154,217,195,2026-04-18 11:59:37,8,220.7,0.1107,8.21,completed,debit_card,3,2026-04-10 00:07:59.992645,
15155,143,154,2026-04-23 07:27:35,8,212.88,0.0881,10.0,returned,paypal,10,2026-04-10 00:07:59.992645,
15156,2393,40,2026-04-10 05:53:37,2,324.95,0.0115,22.36,returned,credit_card,6,2026-04-10 00:07:59.992645,
15157,275,104,2026-04-03 08:58:04,2,97.77,0.1662,24.47,pending,credit_card,7,2026-04-10 00:07:59.992645,
15158,1439,150,2026-04-21 17:09:43,3,145.14,0.0069,19.16,completed,debit_card,5,2026-04-10 00:07:59.992645,
15159,1058,116,2026-04-06 15:55:10,5,159.63,0.1838,9.3,returned,debit_card,8,2026-04-10 00:07:59.992645,
15160,1903,5,2026-04-25 04:03:26,7,438.72,0.1223,12.92,returned,debit_card,2,2026-04-10 00:07:59.992645,
15161,1049,196,2026-04-22 19:35:09,2,207.63,0.13,20.74,returned,debit_card,1,2026-04-10 00:07:59.992645,
15162,2184,28,2026-04-08 05:50:46,1,430.38,0.0219,3.39,completed,debit_card,9,2026-04-10 00:07:59.992645,
15163,141,146,2026-04-20 05:02:19,9,477.6,0.1244,8.8,returned,apple_pay,10,2026-04-10 00:07:59.992645,
15164,1133,182,2026-04-18 10:57:02,2,371.79,0.1593,11.3,returned,debit_card,4,2026-04-10 00:07:59.992645,
15165,1144,46,2026-04-14 21:19:13,1,51.8,0.181,16.86,returned,credit_card,5,2026-04-10 00:07:59.992645,
15166,1791,23,2026-04-07 23:48:19,1,451.84,0.1992,4.32,shipped,debit_card,5,2026-04-10 00:07:59.992645,
15167,914,160,2026-04-12 22:06:07,2,377.9,0.0379,8.24,returned,paypal,9,2026-04-10 00:07:59.992645,
15168,1451,167,2026-04-10 05:59:19,3,450.05,0.1112,22.3,completed,debit_card,2,2026-04-10 00:07:59.992645,
15169,1177,182,2026-04-26 05:19:38,4,153.64,0.0365,3.26,shipped,debit_card,8,2026-04-10 00:07:59.992645,
15170,726,163,2026-04-18 13:33:44,9,452.9,0.1526,12.71,returned,debit_card,4,2026-04-10 00:07:59.992645,
15171,607,25,2026-04-22 14:11:10,6,323.26,0.1037,3.26,completed,paypal,10,2026-04-10 00:07:59.992645,
15172,1431,26,2026-04-15 17:03:22,9,112.57,0.1891,11.91,pending,apple_pay,5,2026-04-10 00:07:59.992645,
15173,1216,120,2026-04-23 18:50:47,3,364.41,0.0554,9.78,shipped,apple_pay,4,2026-04-10 00:07:59.992645,
15174,355,115,2026-04-14 07:02:31,2,404.4,0.0553,8.91,pending,debit_card,10,2026-04-10 00:07:59.992645,
15175,752,139,2026-04-23 07:13:20,6,489.99,0.0453,11.78,shipped,credit_card,2,2026-04-10 00:07:59.992645,
15176,58,165,2026-04-17 22:12:27,3,213.6,0.1371,8.82,shipped,apple_pay,5,2026-04-10 00:07:59.992645,
15177,2399,124,2026-04-11 00:26:56,5,212.87,0.0114,17.65,returned,paypal,5,2026-04-10 00:07:59.992645,
15178,994,36,2026-04-10 01:49:01,3,483.06,0.1201,15.03,completed,debit_card,8,2026-04-10 00:07:59.992645,
15179,1042,148,2026-04-19 01:28:13,8,435.02,0.1279,22.13,returned,credit_card,2,2026-04-10 00:07:59.992645,
15180,1697,111,2026-04-05 02:45:02,3,45.06,0.0078,18.1,pending,credit_card,4,2026-04-10 00:07:59.992645,
15181,221,169,2026-04-18 07:32:44,8,22.18,0.0118,21.18,returned,debit_card,9,2026-04-10 00:07:59.992645,
15182,1731,127,2026-04-03 00:29:20,3,501.17,0.1524,5.25,completed,debit_card,10,2026-04-10 00:07:59.992645,
15183,2236,88,2026-04-06 08:27:04,6,489.1,0.1164,17.03,returned,apple_pay,8,2026-04-10 00:07:59.992645,
15184,1316,8,2026-04-11 19:04:45,6,374.67,0.0839,3.16,shipped,debit_card,9,2026-04-10 00:07:59.992645,
15185,1280,168,2026-04-29 02:05:57,5,484.64,0.0664,7.3,shipped,debit_card,8,2026-04-10 00:07:59.992645,
15186,262,91,2026-04-22 03:35:26,5,353.71,0.1546,25.95,returned,debit_card,10,2026-04-10 00:07:59.992645,
15187,1377,124,2026-04-13 11:18:25,1,470.38,0.1977,23.41,completed,apple_pay,10,2026-04-10 00:07:59.992645,
15188,2342,24,2026-04-01 03:37:00,7,492.78,0.0333,17.1,returned,debit_card,4,2026-04-10 00:07:59.992645,
15189,1351,163,2026-04-27 13:09:07,5,139.31,0.0564,24.4,completed,debit_card,8,2026-04-10 00:07:59.992645,
15190,1159,197,2026-04-02 07:08:45,1,473.8,0.0765,9.14,shipped,credit_card,1,2026-04-10 00:07:59.992645,
15191,1830,148,2026-04-08 22:30:40,5,494.61,0.1471,21.07,completed,credit_card,9,2026-04-10 00:07:59.992645,
15192,2406,83,2026-04-21 15:23:06,6,53.9,0.0101,5.84,returned,paypal,6,2026-04-10 00:07:59.992645,
15193,1001,198,2026-04-26 12:57:57,9,186.5,0.0943,12.83,returned,debit_card,1,2026-04-10 00:07:59.992645,
15194,2198,20,2026-04-18 20:08:45,8,26.33,0.0202,9.32,completed,paypal,3,2026-04-10 00:07:59.992645,
15195,1084,172,2026-04-17 20:18:24,6,403.51,0.0892,9.11,returned,apple_pay,4,2026-04-10 00:07:59.992645,
15196,137,183,2026-04-07 14:59:24,1,48.93,0.0848,15.44,shipped,paypal,5,2026-04-10 00:07:59.992645,
15197,2004,134,2026-04-23 01:16:21,8,480.38,0.1078,17.17,pending,apple_pay,6,2026-04-10 00:07:59.992645,
15198,1872,191,2026-04-17 21:31:45,7,224.57,0.0725,21.84,returned,apple_pay,3,2026-04-10 00:07:59.992645,
15199,2455,103,2026-04-16 05:09:54,1,80.51,0.1765,6.52,shipped,debit_card,5,2026-04-10 00:07:59.992645,
15200,1575,50,2026-04-13 05:06:45,7,349.49,0.1484,17.8,pending,debit_card,7,2026-04-10 00:07:59.992645,
15201,1619,123,2026-04-22 04:28:40,9,439.13,0.126,26.48,returned,debit_card,4,2026-04-10 00:07:59.992645,
15202,2329,100,2026-04-19 07:06:55,1,34.85,0.1135,19.69,pending,debit_card,9,2026-04-10 00:07:59.992645,
15203,909,15,2026-04-20 18:37:26,1,445.96,0.1324,17.32,completed,debit_card,6,2026-04-10 00:07:59.992645,
15204,1008,68,2026-04-15 14:22:51,9,279.2,0.1015,19.31,returned,apple_pay,1,2026-04-10 00:07:59.992645,
15205,1535,117,2026-04-30 23:25:10,3,20.91,0.1712,3.11,pending,credit_card,9,2026-04-10 00:07:59.992645,
15206,224,5,2026-04-23 14:13:55,6,7.49,0.0844,20.22,completed,credit_card,6,2026-04-10 00:07:59.992645,
15207,1893,184,2026-04-05 18:58:55,3,492.48,0.1226,27.48,shipped,debit_card,10,2026-04-10 00:07:59.992645,
15208,1994,87,2026-04-13 13:24:47,6,425.91,0.0607,14.11,returned,debit_card,9,2026-04-10 00:07:59.992645,
15209,1877,95,2026-04-19 11:09:25,6,149.41,0.0253,23.75,returned,debit_card,8,2026-04-10 00:07:59.992645,
15210,1033,108,2026-04-11 10:48:20,5,490.22,0.0496,12.99,pending,debit_card,4,2026-04-10 00:07:59.992645,
15211,1499,147,2026-04-24 18:51:53,3,440.08,0.1715,5.18,returned,credit_card,5,2026-04-10 00:07:59.992645,
15212,296,179,2026-04-28 20:38:13,2,46.96,0.1491,24.77,returned,credit_card,6,2026-04-10 00:07:59.992645,
15213,1130,32,2026-04-01 01:59:09,9,432.59,0.185,9.22,completed,credit_card,6,2026-04-10 00:07:59.992645,
15214,1064,198,2026-04-15 09:57:29,2,307.99,0.0299,3.54,completed,apple_pay,8,2026-04-10 00:07:59.992645,
15215,61,146,2026-04-11 15:23:39,7,389.89,0.0545,4.12,shipped,apple_pay,4,2026-04-10 00:07:59.992645,
15216,1304,72,2026-04-29 09:30:38,6,66.73,0.1306,14.95,shipped,apple_pay,7,2026-04-10 00:07:59.992645,
15217,647,71,2026-04-28 14:20:40,8,406.42,0.0943,3.43,completed,debit_card,4,2026-04-10 00:07:59.992645,
15218,1328,113,2026-04-27 14:35:51,9,417.72,0.0769,17.35,completed,debit_card,2,2026-04-10 00:07:59.992645,
15219,2419,74,2026-04-04 18:36:05,2,296.77,0.0805,10.46,returned,debit_card,7,2026-04-10 00:07:59.992645,
15220,1960,148,2026-04-20 21:02:52,9,390.19,0.1564,19.38,pending,apple_pay,6,2026-04-10 00:07:59.992645,
15221,520,114,2026-04-05 04:20:00,8,389.13,0.0203,9.82,pending,debit_card,6,2026-04-10 00:07:59.992645,
